full name,title,qualifications,primary specialty,practice areas,regions covered,photo url,source url,bio
Ms Paula Dring,Advanced Practitioner Sonographer,"PgDip Medical Ultrasound, PgCert Head & Neck Ultrasound with FNA, BSc (Hons) Diagnostic Radiography, Advanced Practitioner Sonographer",Personal Injury,Personal Injury; Clinical Negligence,,https://www.mccollumconsultants.com/wp-content/uploads/2025/06/Paula_Dring_001-CG.jpg,https://www.mccollumconsultants.com/expert-witness/paula-dring/,"Advanced Practitioner Sonographer, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Gynaecology Imaging, Obstetric Imaging, Pregnancy, Sonography, Ultrasound, Ultrasound Scan. Regions covered: not stated by the source listing. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Richard Pole,,"BSc (Hons), SVT, Senior Clinical Vascular Scientist",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2021/10/R5_5807GC.jpg,https://www.mccollumconsultants.com/expert-witness/richard-pole/,"Medico-legal expert, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Aneurysm, Angiogenesis, Atherosclerosis, Cannulation, Cardiovascular Disease, Carotid Artery. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mrs Joanna Stirling-Aird,Urgent Care Nurse & Aesthetics Nurse Consultant,"MSc Adv Nurs Pract, BSc (Hons) Nurs Stud, PGDip Forensic Med Sci, Urgent Care Nurse & Aesthetics Nurse Consultant",Personal Injury,Personal Injury; Clinical Negligence,,https://www.mccollumconsultants.com/wp-content/uploads/2026/04/Joanna-S-Aird_original_CG.jpg,https://www.mccollumconsultants.com/expert-witness/joanna-stirling-aird/,"Urgent Care Nurse & Aesthetics Nurse Consultant, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Aesthetic Nursing, Care Management, Clinical Risk, Consultant Nurse, General Practice Advanced Nurse Practitioner, Governance. Regions covered: not stated by the source listing. Listing sourced from McCollum Consultants; awaiting claim and verification."
Ms Sonia Griffin,Associate Chief Nurse & Medical Aesthetics,"DIP (Adult Nursing), BA Hons (Health Studies), MSc Leadership, Non-Medical Prescribing, Advanced Aesthetics training & Management in Healthcare, Associate Chief Nurse & Medical Aesthetics",Personal Injury,Personal Injury; Clinical Negligence,,,https://www.mccollumconsultants.com/expert-witness/sonia-griffin/,"Associate Chief Nurse & Medical Aesthetics, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Aesthetic Nursing, Care Management, General / Adult Nursing, Healthcare in the Community, Non-Medical Prescribing, Nursing. Regions covered: not stated by the source listing. Listing sourced from McCollum Consultants; awaiting claim and verification."
Ms Natalie Sutton,General Nurse & Advanced Clinician,"MSc (Advanced Clinical Practice), BSc Nursing Practice (Hons), PGCert Ed., General Nurse & Advanced Clinician",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2025/06/Natalie_Sutton_CG.jpg,https://www.mccollumconsultants.com/expert-witness/natalie-sutton/,"General Nurse & Advanced Clinician, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Advanced Nurse Practitioners, Care Management, Clinical Risk, End of Life Care, General / Adult Nursing, Governance. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Ms Janette Cooper,Consultant Primary Healthcare Nurse,"RGN, BSc (Hons), Consultant Primary Healthcare Nurse",Personal Injury,Personal Injury; Clinical Negligence,,https://www.mccollumconsultants.com/wp-content/uploads/2026/02/J-CooperIMG_CGrey.jpg,https://www.mccollumconsultants.com/expert-witness/janette-cooper/,"Consultant Primary Healthcare Nurse, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Advanced Nurse Practitioners, Aesthetic Medicine, Care Management, Clinical Risk, Community & Primary Care Nursing, Consultant Nurse. Regions covered: not stated by the source listing. Listing sourced from McCollum Consultants; awaiting claim and verification."
Ms Chiamaka Igbokwe,Clinical Practitioner (Advanced),"MSc (Infection Control), MSc (Advanced Practice), BSc (Nursing & Healthcare), Clinical Practitioner (Advanced)",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2025/01/Chiamaka_Igbokwe_002-CG.jpg,https://www.mccollumconsultants.com/expert-witness/chiamaka-igbokwe/,"Clinical Practitioner (Advanced), providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Advanced Nurse Practitioners, Care Management, Infection Prevention & Control, Nursing, Vascular Nursing, Wound Care & Tissue Viability. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Richard Catlin,Infection Prevention Specialist Nurse,"BSc (Hons), PGDip, Infection Prevention Specialist Nurse",Personal Injury,Personal Injury; Clinical Negligence,North West,,https://www.mccollumconsultants.com/expert-witness/richard-catlin/,"Infection Prevention Specialist Nurse, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Clinical Governance & Patient Safety, Community & Primary Care Nursing, Infection Control, Infection Prevention & Control, Medical Assessment, Nursing. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Ms Lynn Jackson,,"BA (Hons), CMgr, Governance Lead in the Acute Adult Care Division",Personal Injury,Personal Injury; Clinical Negligence; Care Proceedings,North West,https://www.mccollumconsultants.com/wp-content/uploads/2025/02/Lynn_Jackson_001_CG.jpg,https://www.mccollumconsultants.com/expert-witness/lynn-jackson/,"Medico-legal expert, providing expert witness reports for personal injury, clinical negligence, care proceedings cases. Clinical expertise: Care Management, Clinical Governance & Patient Safety, Clinical Risk, Compliance, Management of Acute Illness, Risk Management. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Ms Michaela Toms,Divisional Nursing Director,"RGN, BSc (Hons), PDip, MSc, Divisional Nursing Director",Personal Injury,Personal Injury; Clinical Negligence; Care Proceedings,,https://www.mccollumconsultants.com/wp-content/uploads/2024/06/Michaela_Toms_CG.jpg,https://www.mccollumconsultants.com/expert-witness/michaela-toms/,"Divisional Nursing Director, providing expert witness reports for personal injury, clinical negligence, care proceedings cases. Clinical expertise: Care Management, Clinical Governance & Patient Safety, Clinical Risk, Community & Primary Care Nursing, Falls, Healthcare in the Community. Regions covered: not stated by the source listing. Listing sourced from McCollum Consultants; awaiting claim and verification."
Ms Angela Clough,Registered General Nurse & Tissue Viability Nurse,"MSc, BN (Hons), Registered General Nurse & Tissue Viability Nurse",Personal Injury,Personal Injury; Clinical Negligence,,,https://www.mccollumconsultants.com/expert-witness/angela-clough/,"Registered General Nurse & Tissue Viability Nurse, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Care Management, Community & Primary Care Nursing, Leg Ulcers, Nursing, Pressure Sores, Risk Management. Regions covered: not stated by the source listing. Listing sourced from McCollum Consultants; awaiting claim and verification."
Miss Claire Stott,Registered General Nurse,"MSc, BSc, DipHE, Registered General Nurse",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2025/10/Claire-Stott-Photo-CG.jpg,https://www.mccollumconsultants.com/expert-witness/claire-stott/,"Registered General Nurse, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Care Management, Clinical Risk, Community & Primary Care Nursing, Emergency & Urgent Care Nursing, Emergency Care, General / Adult Nursing. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Ms Rebecca Alihemate,Registered General Nurse,"RGN, BSc (Hons), MSc, CMgR, Registered General Nurse",Personal Injury,Personal Injury; Clinical Negligence,,,https://www.mccollumconsultants.com/expert-witness/rebecca-alihemate/,"Registered General Nurse, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Care Management, Chronic obstructive pulmonary disease (COPD), Community & Primary Care Nursing, COVID-19, Non-Medical Prescribing, Nursing. Regions covered: not stated by the source listing. Listing sourced from McCollum Consultants; awaiting claim and verification."
Ms Rachel Watson,Children's Nurse,"RN Child, SCPHN, BSc (Hons), Children's Nurse",Personal Injury,Personal Injury; Clinical Negligence; Care Proceedings,,,https://www.mccollumconsultants.com/expert-witness/rachel-watson/,"Children's Nurse, providing expert witness reports for personal injury, clinical negligence, care proceedings cases. Clinical expertise: Clinical Risk, Community & Primary Care Nursing, Governance, Healthcare in the Community, Nursing, Paediatric Nursing. Regions covered: not stated by the source listing. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr David Harling BEM,Registered Learning Disability & Mental Health Nurse,"RNLD, RMN, BA(Hons), BMed(Sci), Msc, PG Dip, NMP, Registered Learning Disability & Mental Health Nurse",Personal Injury,Personal Injury; Clinical Negligence,,https://www.mccollumconsultants.com/wp-content/uploads/2025/04/David_Harling_001-CG.jpg,https://www.mccollumconsultants.com/expert-witness/david-harling/,"Registered Learning Disability & Mental Health Nurse, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Autism, Care Management, Community & Primary Care Nursing, Learning Disability Nursing, Mental Health Nursing, Neurodisability. Regions covered: not stated by the source listing. Listing sourced from McCollum Consultants; awaiting claim and verification."
Ms Dawn Murray,Registered General Nurse,"RGN, BSc (Hons), MSc, Registered General Nurse",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2024/06/Dawn_-Murray_CG.jpg,https://www.mccollumconsultants.com/expert-witness/dawn-murray/,"Registered General Nurse, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Care Management, Community & Primary Care Nursing, Critical Care / Intensive Care Nursing, General / Adult Nursing, Infection Prevention & Control, Nursing. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Ms Clare Lomax,Registered General Nurse,"MSc, BSc, ENB, Registered General Nurse",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2024/06/Clare_Lomax_CG.jpg,https://www.mccollumconsultants.com/expert-witness/clare-lomax/,"Registered General Nurse, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Care Management, Clinical Risk, Critical Care / Intensive Care Nursing, Emergency & Urgent Care Nursing, General / Adult Nursing, General Internal Medicine Nursing. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Ms Natalie Bosworth,Emergency Care Practitioner,"BSc (Hons) Paramedic Practice, Emergency Care Practitioner",Personal Injury,Personal Injury; Clinical Negligence,West Midlands,,https://www.mccollumconsultants.com/expert-witness/natalie-bosworth/,"Emergency Care Practitioner, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Care Management, Emergency & Urgent Care Nursing, Medical Assessment, Nursing, Pre-Hospital & Trauma Care, Trauma Assessment. Covers West Midlands. Listing sourced from McCollum Consultants; awaiting claim and verification."
Ms Barbara Whittaker,Emergency Nurse Consultant,"MSc, BSc (Hons), Emergency Nurse Consultant",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2025/09/Barbara-Whittaker-Photo-CG.jpg,https://www.mccollumconsultants.com/expert-witness/barbara-whittaker/,"Emergency Nurse Consultant, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Care Management, Emergency & Urgent Care Nursing, Infection Prevention & Control, Medical Assessment, Medical Education & Training, Minor Trauma. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
Mr Andrew Kneebone,IBD and Gastroenterology Nurse Consultant,"Dip HE, Health Studies, BSc, IBD and Gastroenterology Nurse Consultant",Personal Injury,Personal Injury; Clinical Negligence,North West,https://www.mccollumconsultants.com/wp-content/uploads/2025/03/Andrew_kneebone_004-CG.jpg,https://www.mccollumconsultants.com/expert-witness/andrew-kneebone/,"IBD and Gastroenterology Nurse Consultant, providing expert witness reports for personal injury, clinical negligence cases. Clinical expertise: Biological Therapy, Care Management, Crohn's Disease, Endoscopy, Gastroenterology & IBD Nursing, Immunodeficiencies. Covers North West. Listing sourced from McCollum Consultants; awaiting claim and verification."
